"category","subcategory","ID","Description","GeneRatio","BgRatio","RichFactor","FoldEnrichment","zScore","pvalue","p.adjust","qvalue","geneID","Count"
"Human Diseases","Endocrine and metabolic disease","hsa04931","Insulin resistance","36/1767","109/9382",0.330275229357798,1.75361754489805,3.81208002210057,0.000275193169576854,0.00171504314611289,0.000951795924852277,"ACACB/AKT3/CPT1A/CREB1/CREB3L4/CREB5/IKBKB/INSR/MLXIP/NFKB1/NFKBIA/OGT/PIK3CA/PIK3CB/PIK3CD/PIK3R1/PIK3R3/PPARA/PPARGC1B/PPP1CA/PPP1CC/PRKAB1/PRKAG2/PRKCQ/PRKCZ/PTPN1/PYGL/RPS6KB2/SLC27A2/SLC2A1/SOCS3/SREBF1/STAT3/TBC1D4/TNF/TRIB3",36
"Human Diseases","Infectious disease: bacterial","hsa05130","Pathogenic Escherichia coli infection","58/1767","200/9382",0.29,1.53977362761743,3.71677186007117,0.00028116105523923,0.00172149488207879,0.00095537643885537,"ACTB/ACTG1/ACTR3C/ARF1/ARHGEF11/ARHGEF12/ARPC2/ARPC3/ARPC4/ARPC5L/BAX/CDC42/CLDN10/CLDN15/CXCL8/CYCS/CYTH3/CYTH4/EZR/FAS/GAPDH/GNA13/IKBKB/IRAK1/IRAK4/LPAR2/LPAR5/MYD88/MYH9/MYO10/MYO1D/MYO1E/MYO1G/MYO5A/MYO5C/NAIP/NCKAP1L/NFKB1/NFKBIA/NFKBIB/NLRP3/OCLN/PTPN6/RAB1A/RAC1/RHOA/ROCK2/SEC24A/TAB1/TNF/TNFRSF10B/TNFSF10/TRAF6/TUBB1/TUBB2A/TUBB4B/TUBB6/WIPF1",58
"Organismal Systems","Endocrine system","hsa04926","Relaxin signaling pathway","41/1767","130/9382",0.315384615384615,1.6745548735362,3.73060301891015,0.000327690886224343,0.001971795160212,0.00109428535508674,"ADCY6/ADCY9/AKT3/ARRB2/ATF4/COL4A5/CREB1/CREB3L4/CREB5/GNA15/GNAI1/GNAI2/GNAI3/GNAS/GNB1/GNB4/GNG11/GNG5/GNG7/GRB2/KRAS/MAP2K2/MMP2/NFKB1/NFKBIA/NRAS/PIK3CA/PIK3CB/PIK3CD/PIK3R1/PIK3R3/PLCB2/PLCB3/PRKACB/PRKCA/PRKCZ/SMAD2/SOS1/SOS2/TGFB1/VEGFA",41
"Organismal Systems","Nervous system","hsa04725","Cholinergic synapse","37/1767","115/9382",0.321739130434783,1.70829457936567,3.68129944782629,0.00040793334090769,0.00241302942333532,0.0013391567301876,"ACHE/ADCY6/ADCY9/AKT3/ATF4/CACNA1A/CACNA1D/CACNA1F/CHRM3/CHRM4/CREB1/CREB3L4/CREB5/GNA11/GNAI1/GNAI2/GNAI3/GNB1/GNB4/GNG11/GNG5/GNG7/ITPR1/ITPR3/JAK2/KRAS/NRAS/PIK3CA/PIK3CB/PIK3CD/PIK3R1/PIK3R3/PLCB2/PLCB3/PRKACB/PRKCA/PRKCG",37
"Organismal Systems","Immune system","hsa04670","Leukocyte transendothelial migration","37/1767","116/9382",0.318965517241379,1.69356790195734,3.62059311768736,0.000492315953625279,0.00286363779692037,0.00158923044679037,"ACTB/ACTG1/AFDN/CD99L2/CDC42/CLDN10/CLDN15/CTNNB1/CYBA/EZR/F11R/GNAI1/GNAI2/GNAI3/ICAM1/ITGA4/ITGAM/ITGB2/MMP2/MSN/MYL12A/OCLN/PIK3CA/PIK3CB/PIK3CD/PIK3R1/PIK3R3/PRKCA/PRKCG/RAC1/RAP1A/RASSF5/RHOA/RHOH/ROCK2/VASP/VAV1",37
"Human Diseases","Cancer: specific types","hsa05216","Thyroid cancer","16/1767","37/9382",0.432432432432432,2.29602777650316,3.80481379474047,0.000542594327834932,0.00310435115433428,0.001722818918406,"BAX/CDH1/CTNNB1/GADD45A/GADD45B/GADD45G/KRAS/MAP2K2/MYC/NCOA4/NRAS/POLK/RXRB/TCF7/TFG/TPM3",16
"Metabolism","Carbohydrate metabolism","hsa00562","Inositol phosphate metabolism","27/1767","78/9382",0.346153846153846,1.83792608071046,3.57953033776152,0.00068088111215417,0.00383270174422266,0.00212703097854613,"IMPA2/INPP4A/INPP5B/INPP5D/INPP5F/IP6K1/IP6K2/ITPKC/MINPP1/MTMR14/MTMR2/MTMR6/OCRL/PIK3C3/PIK3CA/PIK3CB/PIK3CD/PIKFYVE/PIP4K2B/PIP5K1B/PLCB2/PLCB3/PLCD1/PLCD3/PPIP5K1/PPIP5K2/TPI1",27
"Human Diseases","Infectious disease: bacterial","hsa05152","Tuberculosis","52/1767","181/9382",0.287292817679558,1.52539966919616,3.43810753367694,0.000721783305006839,0.00395346015907119,0.00219404816549268,"AKT3/APAF1/ARHGEF12/ATP6AP1/ATP6V0A2/ATP6V0D1/ATP6V1H/BAX/CALM1/CEBPB/CEBPG/CLEC7A/CORO1A/CREB1/CYCS/EEA1/HLA-DRB5/HSPA9/IFNGR2/IL10RA/IL10RB/IL23A/IRAK1/IRAK2/IRAK4/ITGAM/ITGAX/ITGB2/JAK2/KSR1/LAMP1/LSP1/MRC2/MYD88/NFKB1/NFYA/PIK3C3/PLK3/PPP3CB/PPP3R1/RAB5A/RAB5C/RAB7A/RFXANK/RFXAP/RHOA/RIPK2/SPHK1/STAT1/TGFB1/TNF/TRAF6",52
"Organismal Systems","Aging","hsa04211","Longevity regulating pathway","30/1767","90/9382",0.333333333333333,1.76985474438785,3.53495047445833,0.000724989828597582,0.00395346015907119,0.00219404816549268,"ADCY6/ADCY9/ADIPOR1/AKT3/ATF4/ATG13/BAX/CAT/CREB1/CREB3L4/CREB5/EHMT1/IGF1R/INSR/KRAS/NFKB1/NRAS/PIK3CA/PIK3CB/PIK3CD/PIK3R1/PIK3R3/PRKAB1/PRKACB/PRKAG2/RPS6KB2/SESN2/SESN3/STK11/TSC1",30
"Human Diseases","Drug resistance: antineoplastic","hsa01524","Platinum drug resistance","26/1767","75/9382",0.346666666666667,1.84064893416337,3.52085654446226,0.000828197065393098,0.00444678116649525,0.00246782607339806,"AKT3/APAF1/ATM/ATP7A/ATP7B/BAX/BIRC3/BRCA1/CYCS/ERBB2/FAS/GSTA4/GSTO2/GSTP1/MAP3K5/MGST1/MSH2/MSH3/PIK3CA/PIK3CB/PIK3CD/PIK3R1/PIK3R3/PMAIP1/POLH/REV3L",26
"Environmental Information Processing","Signal transduction","hsa04370","VEGF signaling pathway","22/1767","60/9382",0.366666666666667,1.94684021882664,3.54409750708968,0.000869452457967019,0.00459755920955287,0.00255150322593192,"AKT3/CDC42/KRAS/MAP2K2/MAPKAPK2/MAPKAPK3/NFATC2/NRAS/PIK3CA/PIK3CB/PIK3CD/PIK3R1/PIK3R3/PPP3CB/PPP3R1/PRKCA/PRKCG/PTGS2/RAC1/SH2D2A/SPHK1/VEGFA",22
"Environmental Information Processing","Signal transduction","hsa04022","cGMP-PKG signaling pathway","48/1767","166/9382",0.289156626506024,1.53529568187862,3.35184895659125,0.000973404117545417,0.00507041846303508,0.00281392549298282,"ADCY6/ADCY9/ADRA2A/AKT3/ATF4/ATP1A1/ATP1B3/ATP2A2/ATP2B1/ATP2B4/CACNA1D/CACNA1F/CALM1/CREB1/CREB3L4/CREB5/FXYD2/GNA11/GNA13/GNAI1/GNAI2/GNAI3/INSR/ITPR1/ITPR3/KCNMB4/MAP2K2/MYLK4/NFATC2/NFATC4/NPR2/PDE3B/PDE5A/PLCB2/PLCB3/PPIF/PPP1CA/PPP1CC/PPP3CB/PPP3R1/PRKG2/RGS2/RHOA/ROCK2/SLC25A5/SRF/VASP/VDAC1",48
"Human Diseases","Cancer: overview","hsa05203","Viral carcinogenesis","57/1767","205/9382",0.278048780487805,1.47631785995279,3.32147753674786,0.000990846019623299,0.00508537148306664,0.00282222395682178,"ATF4/ATP6V0D1/BAX/CDC42/CDKN1B/CHD4/CREB1/CREB3L4/CREB5/DLG1/DNAJA3/EGR2/EIF2AK2/GRB2/GTF2A1/GTF2B/GTF2E1/GTF2H1/HDAC1/HDAC3/HDAC8/HLA-A/HLA-B/HLA-G/HNRNPK/IRF7/IRF9/JAK3/KRAS/MAPKAPK2/NFKB1/NFKB2/NFKBIA/NRAS/PIK3CA/PIK3CB/PIK3CD/PIK3R1/PIK3R3/PMAIP1/PRKACB/PSMC1/RAC1/RANBP1/RBL1/RBL2/REL/RHOA/SRF/STAT3/TRAF1/TRAF5/YWHAE/YWHAG/YWHAH/YWHAQ/YWHAZ",57
"Cellular Processes","Cell growth and death","hsa04210","Apoptosis","41/1767","137/9382",0.299270072992701,1.58899367561829,3.34522509631322,0.00106862382952029,0.00540506835510986,0.00299964583724993,"ACTB/ACTG1/AKT3/APAF1/ATF4/ATM/BAX/BCL2A1/BIRC3/CTSF/CTSW/CYCS/DAB2IP/DDIT3/DFFB/FAS/GADD45A/GADD45B/GADD45G/IKBKB/ITPR1/ITPR3/KRAS/LMNA/MAP2K2/MAP3K5/NFKB1/NFKBIA/NRAS/PARP4/PIK3CA/PIK3CB/PIK3CD/PIK3R1/PIK3R3/PMAIP1/PRF1/TNF/TNFRSF10B/TNFSF10/TRAF1",41
"Environmental Information Processing","Signal transduction","hsa04068","FoxO signaling pathway","40/1767","133/9382",0.300751879699248,1.59686142350784,3.33933377467078,0.00110040624478203,0.00548631113469898,0.00304473306826908,"AKT3/ATM/BCL6/CAT/CDKN1B/CDKN2D/FBXO25/GADD45A/GADD45B/GADD45G/GRB2/IGF1R/IKBKB/INSR/KRAS/MAP2K2/NRAS/PIK3CA/PIK3CB/PIK3CD/PIK3R1/PIK3R3/PLK2/PLK3/PRKAB1/PRKAG2/PRMT1/RAG1/RBL2/S1PR1/SETD7/SGK1/SMAD3/SMAD4/SOS1/SOS2/STAT3/STK11/TGFB1/TNFSF10",40
"Environmental Information Processing","Signal transduction","hsa04071","Sphingolipid signaling pathway","38/1767","125/9382",0.304,1.61410752688172,3.32944759792495,0.00116155530992266,0.00570961694595785,0.00316866088992986,"ACER2/AKT3/BAX/DEGS1/GNA13/GNAI1/GNAI2/GNAI3/KRAS/MAP2K2/MAP3K5/NFKB1/NRAS/ORMDL3/PIK3CA/PIK3CB/PIK3CD/PIK3R1/PIK3R3/PLCB2/PLCB3/PPP2CA/PPP2R1A/PPP2R3A/PPP2R5A/PPP2R5C/PRKCA/PRKCG/PRKCZ/RAC1/RHOA/ROCK2/S1PR1/S1PR3/SMPD2/SPHK1/SPTLC3/TNF",38
"Cellular Processes","Transport and catabolism","hsa04137","Mitophagy - animal","33/1767","105/9382",0.314285714285714,1.66872018756569,3.31927468837395,0.00128514001354438,0.0061687706379021,0.00342347699404007,"AMFR/ATF4/ATG9B/CALCOCO2/CSNK2B/FIS1/FKBP8/HIF1A/KRAS/MAP1LC3B/MON1B/MTX3/MUL1/NBR1/NRAS/OPA1/PGAM5/PHB2/PINK1/RAB5A/RAB5C/RAB7A/RHOT1/RPS27A/RRAS2/SMURF1/SQSTM1/TAX1BP1/TFE3/TOMM40/UBA52/UBB/UBC",33
"Human Diseases","Cancer: specific types","hsa05212","Pancreatic cancer","26/1767","77/9382",0.337662337662338,1.79283987093834,3.36496495005256,0.00129031592139499,0.0061687706379021,0.00342347699404007,"AKT3/BAX/CDC42/ERBB2/GADD45A/GADD45B/GADD45G/IKBKB/KRAS/NFKB1/PIK3CA/PIK3CB/PIK3CD/PIK3R1/PIK3R3/POLK/RAC1/RALA/RPS6KB2/SMAD2/SMAD3/SMAD4/STAT1/STAT3/TGFB1/VEGFA",26
"Human Diseases","Cancer: specific types","hsa05222","Small cell lung cancer","30/1767","93/9382",0.32258064516129,1.71276265585921,3.32743682863121,0.00132134766888599,0.00623176130325958,0.00345843486593203,"AKT3/APAF1/BAX/BIRC3/CDKN1B/COL4A5/CYCS/GADD45A/GADD45B/GADD45G/IKBKB/ITGA2/ITGA6/LAMB2/MAX/MYC/NFKB1/NFKBIA/PIK3CA/PIK3CB/PIK3CD/PIK3R1/PIK3R3/POLK/PTGS2/RXRB/TRAF1/TRAF4/TRAF5/TRAF6",30
"Human Diseases","Infectious disease: bacterial","hsa05100","Bacterial invasion of epithelial cells","26/1767","78/9382",0.333333333333333,1.76985474438785,3.28873689057325,0.00159503332601541,0.00742222174372504,0.00411910360683278,"ACTB/ACTG1/ACTR3C/ARPC2/ARPC3/ARPC4/ARPC5L/CDC42/CDH1/CLTA/CLTB/CLTCL1/CRKL/CTNNB1/DNM3/DOCK1/ELMO2/GAB1/PIK3CA/PIK3CB/PIK3CD/PIK3R1/PIK3R3/RAC1/RHOA/RHOG",26
"Cellular Processes","Transport and catabolism","hsa04148","Efferocytosis","45/1767","157/9382",0.286624203821656,1.52184962097045,3.17628819174686,0.00167667181135029,0.0076832245041455,0.00426395206986208,"ABCA1/ADAM9/ANO6/ARNT/ATP11C/ATP2A2/ATP8A1/BSG/CALR/CEBPB/CPT1A/CREB1/CRKL/DOCK1/DUSP2/DUSP4/DUSP5/DUSP8/GPR132/HIF1A/JAK2/LRP1/MAP2K2/MAPKAPK2/NFATC2/NFATC4/ODC1/PBX1/PROS1/PTGER4/PTGS2/PTPN6/RAB5A/RAB5C/RAB7A/RAC1/S1PR1/SGK1/SIGLEC10/SLC2A1/SPHK1/TGFB1/THBS1/UQCRFS1/VPS41",45
"Organismal Systems","Excretory system","hsa04962","Vasopressin-regulated water reabsorption","17/1767","44/9382",0.386363636363636,2.05142254463137,3.36732145352004,0.00169515268429571,0.0076832245041455,0.00426395206986208,"ADCY6/ADCY9/ARHGDIA/CREB1/CREB3L4/CREB5/DCTN4/DYNC1I1/DYNC1LI1/DYNC2LI1/GNAS/NSF/PRKACB/RAB11B/RAB5A/RAB5C/STX4",17
"Human Diseases","Cancer: overview","hsa05230","Central carbon metabolism in cancer","24/1767","71/9382",0.338028169014085,1.79478227599895,3.23807626672649,0.00191734304369098,0.00857888105446347,0.00476101376571039,"AKT3/ERBB2/FGFR1/FLT3/G6PD/HIF1A/IDH1/IDH2/KRAS/LDHB/MAP2K2/MYC/NRAS/PDK1/PFKL/PGAM1/PIK3CA/PIK3CB/PIK3CD/PIK3R1/PIK3R3/SLC2A1/SLC7A5/TIGAR",24
"Genetic Information Processing","Chromosome","hsa03083","Polycomb repressive complex","27/1767","83/9382",0.325301204819277,1.72720764211345,3.20543699829573,0.00196351968411527,0.00867428316147128,0.00481395898570567,"ASXL2/BCOR/CBX4/CBX7/CSNK2B/DCAF7/EZH1/FBRS/HDAC1/JARID2/L3MBTL3/L3MBTL4/LCOR/MAX/MBD5/MGA/OGT/PHC1/PHC3/RING1/RYBP/UBE2D1/UBE2D2/UBE2D3/USP45/WDR5B/YAF2",27
"Human Diseases","Infectious disease: bacterial","hsa05134","Legionellosis","20/1767","56/9382",0.357142857142857,1.89627294041556,3.24036909603837,0.0021240536815956,0.00926618418596082,0.00514244575544199,"APAF1/ARF1/CXCL1/CXCL2/CXCL3/CXCL8/CYCS/EEF1A1/HSPA1B/HSPA1L/ITGAM/ITGB2/MYD88/NAIP/NFKB1/NFKB2/NFKBIA/RAB1A/RAB1B/TNF",20
"Human Diseases","Drug resistance: antineoplastic","hsa01521","EGFR tyrosine kinase inhibitor resistance","26/1767","80/9382",0.325,1.72560837577816,3.13954709419591,0.00239306757693544,0.0103108714117342,0.00572221486882548,"AKT3/BAX/ERBB2/GAB1/GRB2/IGF1R/IL6R/JAK2/KRAS/MAP2K2/NF1/NRAS/PDGFA/PDGFD/PIK3CA/PIK3CB/PIK3CD/PIK3R1/PIK3R3/PRKCA/PRKCG/RPS6KB2/SOS1/SOS2/STAT3/VEGFA",26
"Organismal Systems","Immune system","hsa04611","Platelet activation","37/1767","126/9382",0.293650793650794,1.55915775100835,3.04379807419338,0.00263501893756494,0.0112035027586164,0.00621759767029232,"ACTB/ACTG1/ADCY6/ADCY9/AKT3/APBB1IP/ARHGEF12/F2RL3/GNA13/GNAI1/GNAI2/GNAI3/GNAS/ITGA2/ITPR1/ITPR3/MYL12A/MYLK4/PIK3CA/PIK3CB/PIK3CD/PIK3R1/PIK3R3/PLCB2/PLCB3/PPP1CA/PPP1CC/PRKACB/PRKCZ/PRKG2/RAP1A/RHOA/ROCK2/TBXAS1/TLN2/VASP/VWF",37
"Organismal Systems","Endocrine system","hsa04915","Estrogen signaling pathway","40/1767","139/9382",0.287769784172662,1.52793215342836,3.02055623639596,0.00272180817317315,0.0112035027586164,0.00621759767029232,"ADCY6/ADCY9/AKT3/ATF4/CALM1/CREB1/CREB3L4/CREB5/EBAG9/GABBR1/GNAI1/GNAI2/GNAI3/GNAS/GRB2/HBEGF/HSP90AA1/HSP90AB1/HSP90B1/HSPA1B/HSPA1L/ITPR1/ITPR3/KRAS/MAP2K2/MMP2/NCOA1/NCOA2/NRAS/PIK3CA/PIK3CB/PIK3CD/PIK3R1/PIK3R3/PLCB2/PLCB3/PRKACB/RARA/SOS1/SOS2",40
"Environmental Information Processing","Signal transduction","hsa04152","AMPK signaling pathway","36/1767","122/9382",0.295081967213115,1.56675665896629,3.03514149596602,0.00272864680367448,0.0112035027586164,0.00621759767029232,"ACACB/ADIPOR1/AKT3/CPT1A/CREB1/CREB3L4/CREB5/EEF2K/FASN/HMGCR/IGF1R/INSR/MLYCD/PFKFB3/PFKL/PIK3CA/PIK3CB/PIK3CD/PIK3R1/PIK3R3/PPP2CA/PPP2R1A/PPP2R3A/PPP2R5A/PPP2R5C/PRKAB1/PRKAG2/RAB10/RAB11B/RAB2A/RPS6KB2/SCD/SCD5/SREBF1/STK11/TSC1",36
"Organismal Systems","Immune system","hsa04660","T cell receptor signaling pathway","36/1767","122/9382",0.295081967213115,1.56675665896629,3.03514149596602,0.00272864680367448,0.0112035027586164,0.00621759767029232,"AKT3/CBLB/CD3E/CDC42/DLG1/GRB2/IKBKB/KRAS/MAP2K2/MAP3K8/NFATC2/NFKB1/NFKBIA/NFKBIB/NFKBIE/NRAS/PIK3CA/PIK3CB/PIK3CD/PIK3R1/PIK3R3/PPP2CA/PPP2R1A/PPP2R3A/PPP2R5A/PPP2R5C/PPP3CB/PPP3R1/PRKCQ/PTPN6/RHOA/SOS1/SOS2/TNF/VAV1/ZAP70",36
"Cellular Processes","Cellular community - eukaryotes","hsa04520","Adherens junction","29/1767","93/9382",0.311827956989247,1.65567056733057,3.06091007329121,0.00279913077633581,0.0113592632667581,0.00630403993691297,"ACP1/ACTB/ACTG1/AFDN/CDC42/CDH1/CSNK2B/CTNNB1/ERBB2/FGFR1/IGF1R/INSR/IQGAP1/KRIT1/LMO7/MYL12A/NECTIN2/PARD3/PTPN1/PTPN6/RAC1/RAP1A/RHOA/ROCK2/SMAD3/SMAD4/SMURF1/SNAI1/TCF7",29
"Organismal Systems","Endocrine system","hsa04929","GnRH secretion","22/1767","65/9382",0.338461538461538,1.7970832789169,3.10620574169732,0.00285512177663598,0.0114533045982294,0.0063562299685544,"AKT3/ARRB2/CACNA1D/CACNA1F/GABBR1/GNA11/ITPR1/ITPR3/KCNN4/KRAS/MAP2K2/NRAS/PIK3CA/PIK3CB/PIK3CD/PIK3R1/PIK3R3/PLCB2/PLCB3/PRKCA/PRKCG/SPP1",22
"Environmental Information Processing","Signal transduction","hsa04150","mTOR signaling pathway","44/1767","158/9382",0.278481012658228,1.47861282442529,2.92254439186459,0.00343195747034548,0.0136108313312565,0.00755359060458813,"AKT3/ATP6V1C1/ATP6V1G1/ATP6V1H/DVL2/FLCN/FZD1/FZD3/FZD4/FZD8/GRB10/GRB2/IGF1R/IKBKB/INSR/KRAS/LRP5/MAP2K2/NPRL3/NRAS/PIK3CA/PIK3CB/PIK3CD/PIK3R1/PIK3R3/PRKCA/PRKCG/RHOA/RPS6KB2/RRAGB/SEC13/SESN2/SGK1/SLC38A9/SLC3A2/SLC7A5/SOS1/SOS2/STK11/TNF/TSC1/TTI1/ULK2/WDR59",44
NA,NA,"hsa04518","Integrin signaling","43/1767","154/9382",0.279220779220779,1.48254066250671,2.90836140344892,0.00359443428990337,0.0140950288446773,0.00782230525537813,"ACTB/ACTG1/AKT3/CDC42/CDH1/COL4A5/COL6A1/COL6A2/COL6A3/COL9A2/CTNNB1/ERBB2/FBN1/FERMT1/FLNA/FREM1/ICAM1/IGF1R/ITGA2/ITGA4/ITGA6/ITGAE/ITGAM/ITGAX/ITGB2/ITGB4/LAMB2/PARVB/PDGFA/PDGFD/PIK3CA/PIK3CB/PIK3CD/PIK3R1/PIK3R3/RAC1/SPP1/TGFB1/THBS1/TLN2/TNXB/VEGFA/VWF",43
"Cellular Processes","Cellular community - eukaryotes","hsa04510","Focal adhesion","54/1767","203/9382",0.266009852216749,1.41239639699917,2.86136384465536,0.0037905509780275,0.0146989143481289,0.00815744304043345,"ACTB/ACTG1/AKT3/BIRC3/CDC42/COL4A5/COL6A1/COL6A2/COL6A3/COL9A2/CRKL/CTNNB1/DOCK1/ERBB2/FLNA/GRB2/IGF1R/ITGA2/ITGA4/ITGA6/ITGB4/LAMB2/MYL12A/MYLK4/PARVB/PDGFA/PDGFD/PIK3CA/PIK3CB/PIK3CD/PIK3R1/PIK3R3/PIP5K1B/PPP1CA/PPP1CC/PPP1R12B/PRKCA/PRKCG/RAC1/RAP1A/RAPGEF1/RHOA/ROCK2/SOS1/SOS2/SPP1/THBS1/TLN2/TNXB/VASP/VAV1/VEGFA/VWF/ZYX",54
"Human Diseases","Cancer: overview","hsa05231","Choline metabolism in cancer","30/1767","99/9382",0.303030303030303,1.60895885853441,2.93406184314514,0.00385346928321549,0.0147786898883759,0.00820171599897801,"AKT3/CHPT1/DGKE/DGKZ/GPCPD1/GRB2/HIF1A/KRAS/LYPLA1/MAP2K2/NRAS/PCYT1A/PDGFA/PDGFD/PIK3CA/PIK3CB/PIK3CD/PIK3R1/PIK3R3/PIP5K1B/PLPP1/PRKCA/PRKCG/RAC1/RPS6KB2/SLC22A5/SLC44A1/SOS1/SOS2/TSC1",30
